Name	Source: Name	Aliases or alternative spellings (semi-colon separated)	Source: Aliases or alternative spellings	Organization	Source: Organization	Role	Source: Role	Title (official title)	Source: Title	Rank	Source: Rank
Haruna John	efdfbef6-89c7-4504-a9f5-70621a4f550e;9552cff8-86f7-4cf4-bb76-6bedd5cef11f;cce97e02-f746-480c-b948-95a7bca7f7b2;ec4a7aeb-cf1f-435f-9055-203e8be71b61;df3ab24f-e468-431f-8f86-7323d304af0c;ea111a7f-3aca-4ef9-85ce-365ca81313d6;79912a9c-b8f1-4997-9fc7-597b895fb9c2;c2022946-0742-40d3-bbb6-2d6ff33335e0;062b3f2a-d7e3-4ba0-b46e-9f589bbcd64e	John Haruna	07b1a0b1-5bda-4bca-aeff-9cfc284bb06d;d19ef971-2a3a-4b2b-a2ed-f6859fb3a317;26162659-ff0b-4cdd-9e7d-a5dc5464b9b4;ea111a7f-3aca-4ef9-85ce-365ca81313d6;d6c8251c-5429-4f1e-8949-72df2866f1a7	Federal Capital Territory Police Command	cce97e02-f746-480c-b948-95a7bca7f7b2;26162659-ff0b-4cdd-9e7d-a5dc5464b9b4;ec4a7aeb-cf1f-435f-9055-203e8be71b61;df3ab24f-e468-431f-8f86-7323d304af0c;c2022946-0742-40d3-bbb6-2d6ff33335e0;062b3f2a-d7e3-4ba0-b46e-9f589bbcd64e;d6c8251c-5429-4f1e-8949-72df2866f1a7	Commander	cce97e02-f746-480c-b948-95a7bca7f7b2;26162659-ff0b-4cdd-9e7d-a5dc5464b9b4;ec4a7aeb-cf1f-435f-9055-203e8be71b61;df3ab24f-e468-431f-8f86-7323d304af0c;c2022946-0742-40d3-bbb6-2d6ff33335e0;062b3f2a-d7e3-4ba0-b46e-9f589bbcd64e;d6c8251c-5429-4f1e-8949-72df2866f1a7			Commissioner of Police	cce97e02-f746-480c-b948-95a7bca7f7b2;26162659-ff0b-4cdd-9e7d-a5dc5464b9b4;ec4a7aeb-cf1f-435f-9055-203e8be71b61;df3ab24f-e468-431f-8f86-7323d304af0c;c2022946-0742-40d3-bbb6-2d6ff33335e0;062b3f2a-d7e3-4ba0-b46e-9f589bbcd64e;d6c8251c-5429-4f1e-8949-72df2866f1a7
Lawrence Alobi	557c8f05-f09f-4001-98f8-d57a984a87fe;5a3c197d-28aa-4b06-a304-7f61073ae4e0;d765a56f-eb0d-4f11-af98-7624b5d0ead2;a38744e6-a70d-4340-9ab3-5de9355355bd			Federal Capital Territory Police Command	557c8f05-f09f-4001-98f8-d57a984a87fe;5a3c197d-28aa-4b06-a304-7f61073ae4e0;d765a56f-eb0d-4f11-af98-7624b5d0ead2;a38744e6-a70d-4340-9ab3-5de9355355bd	Commander	557c8f05-f09f-4001-98f8-d57a984a87fe;5a3c197d-28aa-4b06-a304-7f61073ae4e0;d765a56f-eb0d-4f11-af98-7624b5d0ead2;a38744e6-a70d-4340-9ab3-5de9355355bd			Commissioner of Police	557c8f05-f09f-4001-98f8-d57a984a87fe;5a3c197d-28aa-4b06-a304-7f61073ae4e0;d765a56f-eb0d-4f11-af98-7624b5d0ead2;a38744e6-a70d-4340-9ab3-5de9355355bd
Mbu Joseph Mbu	296fd1ba-f9d4-4219-9fa7-6e8ef53bcb74;639faa09-0e36-4dd9-b646-44ce331869ab;de2f0a19-e47e-420e-9f85-68a16fb6b819;40431283-4a69-425d-a357-e74f338dc39a;844a0119-2681-418b-a60e-63b958e78101;e35b2f57-74fb-47a2-8be7-162679ff692f;4e821500-6e7a-4279-bc30-7d8a434ef895;8e919380-7581-4f1e-b18d-7e66dfea171b;edd7e16f-481e-409e-8c58-70bc13afc127	Joseph Mbu	d11d21ff-3812-4e51-a9d9-8cce4822690a;a8061fae-e4d3-4d89-aa9b-2e82960c6dca;f5ed3c1d-50f0-4682-a93e-fa7eb262d859	Federal Capital Territory Police Command	844a0119-2681-418b-a60e-63b958e78101;e35b2f57-74fb-47a2-8be7-162679ff692f	Commander	844a0119-2681-418b-a60e-63b958e78101;e35b2f57-74fb-47a2-8be7-162679ff692f			Commissioner of Police	844a0119-2681-418b-a60e-63b958e78101;e35b2f57-74fb-47a2-8be7-162679ff692f
Michael E. Zuokumor	9552cff8-86f7-4cf4-bb76-6bedd5cef11f	Michael Zuokumor ; Mike Zuokumor	efdfbef6-89c7-4504-a9f5-70621a4f550e;a832ab22-79cb-477b-8e09-3b3b506af5aa;1130097d-a388-4dd8-935f-8632f57629ba;f4443db8-050b-470a-9f00-59a8b3c33ec2;95c12151-1145-4c8a-8856-10b6ef476a32;79912a9c-b8f1-4997-9fc7-597b895fb9c2;e6ba52c3-f324-404b-b727-4fe1934d6899;68bf9178-ea4f-4af1-91d1-ce79d6eff4f0;e2cdd174-ac4f-4cb0-8027-6e22bc2912ae;98a65efb-7a7e-4df3-9398-f2c8355c6ec0;a271858f-61dd-4d24-97ee-639ae4f765b6;e664070a-28e6-4dcf-ad3e-9f806f326ad0;3056dec7-1c04-4e3a-80d7-ce753f6b6259;fd7ee76f-bc9f-4437-a913-b3af497fad82;8d331b94-c23b-4d57-b0bb-c48fccb5521c;fe639043-2514-463d-b136-a84499fa7b09	Federal Capital Territory Police Command	1130097d-a388-4dd8-935f-8632f57629ba;f4443db8-050b-470a-9f00-59a8b3c33ec2;95c12151-1145-4c8a-8856-10b6ef476a32;79912a9c-b8f1-4997-9fc7-597b895fb9c2;e6ba52c3-f324-404b-b727-4fe1934d6899;e2cdd174-ac4f-4cb0-8027-6e22bc2912ae;98a65efb-7a7e-4df3-9398-f2c8355c6ec0;a271858f-61dd-4d24-97ee-639ae4f765b6;fe639043-2514-463d-b136-a84499fa7b09	Commander	1130097d-a388-4dd8-935f-8632f57629ba;f4443db8-050b-470a-9f00-59a8b3c33ec2;95c12151-1145-4c8a-8856-10b6ef476a32;79912a9c-b8f1-4997-9fc7-597b895fb9c2;e6ba52c3-f324-404b-b727-4fe1934d6899;e2cdd174-ac4f-4cb0-8027-6e22bc2912ae;98a65efb-7a7e-4df3-9398-f2c8355c6ec0;a271858f-61dd-4d24-97ee-639ae4f765b6;fe639043-2514-463d-b136-a84499fa7b09			Commissioner of Police	1130097d-a388-4dd8-935f-8632f57629ba;f4443db8-050b-470a-9f00-59a8b3c33ec2;95c12151-1145-4c8a-8856-10b6ef476a32;79912a9c-b8f1-4997-9fc7-597b895fb9c2;e6ba52c3-f324-404b-b727-4fe1934d6899;e2cdd174-ac4f-4cb0-8027-6e22bc2912ae;98a65efb-7a7e-4df3-9398-f2c8355c6ec0;a271858f-61dd-4d24-97ee-639ae4f765b6;fe639043-2514-463d-b136-a84499fa7b09
Olufemi David Ogunbayode	86445d36-47b3-402e-ac84-abbd39a288c8	Olufemi D. Ogunbayode ; Olufemi Ogunbayode ; Femi Ogunbayode	639faa09-0e36-4dd9-b646-44ce331869ab;49d1cb34-8a27-46c1-a4ab-cf2c15bc57b4;d58ee807-9419-4ff5-9092-efa600c5d70e;a3b579c8-f813-47ae-bfd0-e2dc951775ba;8425d600-04c5-44a9-99d6-e8f51f5a8d1e	Federal Capital Territory Police Command	639faa09-0e36-4dd9-b646-44ce331869ab;d58ee807-9419-4ff5-9092-efa600c5d70e;a3b579c8-f813-47ae-bfd0-e2dc951775ba	Commander	639faa09-0e36-4dd9-b646-44ce331869ab;d58ee807-9419-4ff5-9092-efa600c5d70e;a3b579c8-f813-47ae-bfd0-e2dc951775ba			Commissioner of Police	639faa09-0e36-4dd9-b646-44ce331869ab;d58ee807-9419-4ff5-9092-efa600c5d70e;a3b579c8-f813-47ae-bfd0-e2dc951775ba
Samson Wudah	efdfbef6-89c7-4504-a9f5-70621a4f550e;ea9b3471-bd4b-4867-b7bc-d3d9b759a802;91142cc4-5467-484d-8be1-0c0b08f7482a;9b59ae4e-d378-4025-8969-575a270c786d;edd39ed9-1c83-460f-a04c-a4da3cfbc146			Federal Capital Territory Police Command	efdfbef6-89c7-4504-a9f5-70621a4f550e	Commander	efdfbef6-89c7-4504-a9f5-70621a4f550e			Commissioner of Police	efdfbef6-89c7-4504-a9f5-70621a4f550e
Umaru U. Shehu	e35b2f57-74fb-47a2-8be7-162679ff692f	Umaru Shehu	1436851b-eb37-47e8-998f-efc39e106339;1fd90d89-59bd-43e0-9532-3455dc5e4187;844a0119-2681-418b-a60e-63b958e78101	Federal Capital Territory Police Command	1436851b-eb37-47e8-998f-efc39e106339;1fd90d89-59bd-43e0-9532-3455dc5e4187	Operations Commander	1436851b-eb37-47e8-998f-efc39e106339;1fd90d89-59bd-43e0-9532-3455dc5e4187			Deputy Commissioner of Police	1436851b-eb37-47e8-998f-efc39e106339;1fd90d89-59bd-43e0-9532-3455dc5e4187
Usman Alkali Baba	95373916-7e9f-49e5-bef2-732a676bd592	Alkali Usman ; Usman Isa Baba ; Usman Baba ; Baba Alkali ; Baba Alkali Usman	2b6b3fbf-7c0a-4eda-9bbb-4acd4ea40901;76eac9ac-9041-4cfe-9097-c35ec7a2fbcc;b166faeb-7005-422d-8dd1-b8039edc0705;1df79f87-f1f1-4e95-bc67-9975b1c6e67f;476f0439-7f22-40be-bf34-054bc297cb27	Federal Capital Territory Police Command	2b6b3fbf-7c0a-4eda-9bbb-4acd4ea40901	Commander	2b6b3fbf-7c0a-4eda-9bbb-4acd4ea40901			Commissioner of Police	2b6b3fbf-7c0a-4eda-9bbb-4acd4ea40901
Wilson Inalegwu	153c4b75-ea2a-4b14-9bd0-3a8ee14b886c;fc72ae54-ac82-4307-ab5f-e423be11bc67;77eab3c3-7d28-4b74-9829-8e62bd2c976f;56d969b6-0789-44c8-9a13-a892b445b5e0;b166faeb-7005-422d-8dd1-b8039edc0705			Federal Capital Territory Police Command	153c4b75-ea2a-4b14-9bd0-3a8ee14b886c;fc72ae54-ac82-4307-ab5f-e423be11bc67;77eab3c3-7d28-4b74-9829-8e62bd2c976f;56d969b6-0789-44c8-9a13-a892b445b5e0;b166faeb-7005-422d-8dd1-b8039edc0705	Commander	153c4b75-ea2a-4b14-9bd0-3a8ee14b886c;fc72ae54-ac82-4307-ab5f-e423be11bc67;77eab3c3-7d28-4b74-9829-8e62bd2c976f;56d969b6-0789-44c8-9a13-a892b445b5e0;b166faeb-7005-422d-8dd1-b8039edc0705			Commissioner of Police	153c4b75-ea2a-4b14-9bd0-3a8ee14b886c;fc72ae54-ac82-4307-ab5f-e423be11bc67;77eab3c3-7d28-4b74-9829-8e62bd2c976f;56d969b6-0789-44c8-9a13-a892b445b5e0;b166faeb-7005-422d-8dd1-b8039edc0705
A.A Gwarzo	3c1fae75-0e7b-40d8-b232-8211d04900d4			Faskari Police Division	3c1fae75-0e7b-40d8-b232-8211d04900d4	Commander	3c1fae75-0e7b-40d8-b232-8211d04900d4	Divisional Police Officer	3c1fae75-0e7b-40d8-b232-8211d04900d4		
Michael Opete	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Epe Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Chief Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Bashiru Azeez	3b723195-f9bd-4bbb-8660-beb33ad169ed;ed11ab5c-9ce0-4b29-96c9-b5051b2a6379;2592294c-1f4a-4d96-94b0-46c162dac8d2	Bashir Azeez	a824ea86-f0df-470a-b7c9-eaf74a19a93f	Enugu State Police Command	ed11ab5c-9ce0-4b29-96c9-b5051b2a6379;a824ea86-f0df-470a-b7c9-eaf74a19a93f;3b723195-f9bd-4bbb-8660-beb33ad169ed	Commander	ed11ab5c-9ce0-4b29-96c9-b5051b2a6379;a824ea86-f0df-470a-b7c9-eaf74a19a93f;3b723195-f9bd-4bbb-8660-beb33ad169ed			Commissioner of Police	ed11ab5c-9ce0-4b29-96c9-b5051b2a6379;a824ea86-f0df-470a-b7c9-eaf74a19a93f;3b723195-f9bd-4bbb-8660-beb33ad169ed
Charles Dawodu	dde88b10-f591-44f2-a260-ad717dcd6b1f;3c995c8e-1391-4676-96b2-2fe9e6ade7bd;27366a4f-12fc-48a9-97bc-5d53c7362df7;2592294c-1f4a-4d96-94b0-46c162dac8d2;d1a2bc74-db3c-437c-bef9-4ea29c9d9799;4b9b249f-5117-47a0-bc01-aee8712ebccb;1ae3e85f-0e1f-4eec-99cd-e4373dbfd2d7;81a143a6-b67f-4f98-9857-3ca1cc45559b	Charles Daudu	895b2695-f7dd-4a95-b188-4b9caf6961ea	Enugu State Police Command	dde88b10-f591-44f2-a260-ad717dcd6b1f;895b2695-f7dd-4a95-b188-4b9caf6961ea;3c995c8e-1391-4676-96b2-2fe9e6ade7bd;27366a4f-12fc-48a9-97bc-5d53c7362df7	Commander	dde88b10-f591-44f2-a260-ad717dcd6b1f;895b2695-f7dd-4a95-b188-4b9caf6961ea;3c995c8e-1391-4676-96b2-2fe9e6ade7bd;27366a4f-12fc-48a9-97bc-5d53c7362df7			Commissioner of Police	dde88b10-f591-44f2-a260-ad717dcd6b1f;895b2695-f7dd-4a95-b188-4b9caf6961ea;3c995c8e-1391-4676-96b2-2fe9e6ade7bd;27366a4f-12fc-48a9-97bc-5d53c7362df7
Daniel Anyogo	83e81f91-2466-4130-9363-1aed735fa097			Enugu State Police Command	83e81f91-2466-4130-9363-1aed735fa097	Commander	83e81f91-2466-4130-9363-1aed735fa097			Commissioner of Police	83e81f91-2466-4130-9363-1aed735fa097
Mohammed Zarewa	0c82d950-469f-4096-ac06-c27bde163a53;548ff4e3-0c50-4125-9ab3-aa37295a43a5;4cba13ed-480d-4eca-b204-46a83bd631f7			Enugu State Police Command	0c82d950-469f-4096-ac06-c27bde163a53;548ff4e3-0c50-4125-9ab3-aa37295a43a5;4cba13ed-480d-4eca-b204-46a83bd631f7	Commander	0c82d950-469f-4096-ac06-c27bde163a53;548ff4e3-0c50-4125-9ab3-aa37295a43a5;4cba13ed-480d-4eca-b204-46a83bd631f7			Commissioner of Police	0c82d950-469f-4096-ac06-c27bde163a53;548ff4e3-0c50-4125-9ab3-aa37295a43a5;4cba13ed-480d-4eca-b204-46a83bd631f7
Morrison Abbey	2a11ce0b-c0b7-4c84-a2e5-663a1ea3b171	Morrison Abe	11853c62-63b1-4cf6-8573-8b501eedf3a7	Enugu State Police Command	2a11ce0b-c0b7-4c84-a2e5-663a1ea3b171;11853c62-63b1-4cf6-8573-8b501eedf3a7	Commander	2a11ce0b-c0b7-4c84-a2e5-663a1ea3b171;11853c62-63b1-4cf6-8573-8b501eedf3a7			Commissioner of Police	2a11ce0b-c0b7-4c84-a2e5-663a1ea3b171;11853c62-63b1-4cf6-8573-8b501eedf3a7
Suleiman D. Fakai	2592294c-1f4a-4d96-94b0-46c162dac8d2	Suleiman Fakai	01f9bfac-8ada-4575-870b-b59eae51b557;9552cff8-86f7-4cf4-bb76-6bedd5cef11f;9381f19a-cec6-453a-853a-1e4274f6c12c;1202a59b-4d93-485d-9584-a0e47022d4ef;668db9d6-e468-4bdb-b845-90675d32e98c;b630a647-4a9a-426a-add0-39fb59be03a7	Enugu State Police Command	2592294c-1f4a-4d96-94b0-46c162dac8d2	Commander	2592294c-1f4a-4d96-94b0-46c162dac8d2			Commissioner of Police	2592294c-1f4a-4d96-94b0-46c162dac8d2
Philip Eze	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Elere Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Chief Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
John Tse	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Elemoro Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Christopher A. Ola	2592294c-1f4a-4d96-94b0-46c162dac8d2	Chris Ola	047d7685-824e-4e1f-a6c6-3d836062a54c	Ekiti State Police Command	2592294c-1f4a-4d96-94b0-46c162dac8d2;047d7685-824e-4e1f-a6c6-3d836062a54c	Commander	2592294c-1f4a-4d96-94b0-46c162dac8d2;047d7685-824e-4e1f-a6c6-3d836062a54c			Commissioner of Police	2592294c-1f4a-4d96-94b0-46c162dac8d2;047d7685-824e-4e1f-a6c6-3d836062a54c
Donald Oyinye Iroham	2592294c-1f4a-4d96-94b0-46c162dac8d2	Donald Iroham	461ba53f-69e3-4625-b1ad-b08325d1ef38;d5309b79-d9c9-4a0b-8fbc-790d807a72b4;5608c19d-65e4-4d3b-9d85-f286e167305e	Ekiti State Police Command	d5309b79-d9c9-4a0b-8fbc-790d807a72b4	Commander	d5309b79-d9c9-4a0b-8fbc-790d807a72b4			Commissioner of Police	d5309b79-d9c9-4a0b-8fbc-790d807a72b4
Etop J. James	45f509b4-72cf-4467-97ef-2cdb8ff100a7			Ekiti State Police Command	45f509b4-72cf-4467-97ef-2cdb8ff100a7	Commander	45f509b4-72cf-4467-97ef-2cdb8ff100a7			Commissioner of Police	45f509b4-72cf-4467-97ef-2cdb8ff100a7
Felix O. Uyanya	e35b2f57-74fb-47a2-8be7-162679ff692f	Felix Uyanya	844a0119-2681-418b-a60e-63b958e78101	Ekiti State Police Command	844a0119-2681-418b-a60e-63b958e78101;e35b2f57-74fb-47a2-8be7-162679ff692f	Commander	844a0119-2681-418b-a60e-63b958e78101;e35b2f57-74fb-47a2-8be7-162679ff692f			Commissioner of Police	844a0119-2681-418b-a60e-63b958e78101;e35b2f57-74fb-47a2-8be7-162679ff692f
Frederick Lakanu	49d1cb34-8a27-46c1-a4ab-cf2c15bc57b4;b166faeb-7005-422d-8dd1-b8039edc0705			Ekiti State Police Command	49d1cb34-8a27-46c1-a4ab-cf2c15bc57b4;b166faeb-7005-422d-8dd1-b8039edc0705	Commander	49d1cb34-8a27-46c1-a4ab-cf2c15bc57b4;b166faeb-7005-422d-8dd1-b8039edc0705			Commissioner of Police	49d1cb34-8a27-46c1-a4ab-cf2c15bc57b4;b166faeb-7005-422d-8dd1-b8039edc0705
Ibrahim Maishanu	efdfbef6-89c7-4504-a9f5-70621a4f550e;f3b81219-b29c-4de0-83bc-5aefc51f3659;ff894845-3ca0-4287-ac9d-ac0619cc98ad;844a0119-2681-418b-a60e-63b958e78101;e35b2f57-74fb-47a2-8be7-162679ff692f;062b3f2a-d7e3-4ba0-b46e-9f589bbcd64e;d5da1945-8675-453d-bbb6-9276ba3ae98d;3102d731-0aa2-48c4-97d3-7bf98c9da8ce;314207f0-a07c-4e38-852f-46bb400ecbea			Ekiti State Police Command	ff894845-3ca0-4287-ac9d-ac0619cc98ad	Commander	ff894845-3ca0-4287-ac9d-ac0619cc98ad			Commissioner of Police	ff894845-3ca0-4287-ac9d-ac0619cc98ad
Olayinka Balogun	cc149620-3243-4b20-9dbc-a531f87a2c28;2ea8286f-ef57-42a9-8919-d32b4c2a3a53;6749cc48-ef54-45a0-87b3-c02f973eb462;efdfbef6-89c7-4504-a9f5-70621a4f550e;ff894845-3ca0-4287-ac9d-ac0619cc98ad;b392f15f-dbad-4e40-88fb-463fe10ad246			Ekiti State Police Command	2ea8286f-ef57-42a9-8919-d32b4c2a3a53;ff894845-3ca0-4287-ac9d-ac0619cc98ad;b392f15f-dbad-4e40-88fb-463fe10ad246	Commander	2ea8286f-ef57-42a9-8919-d32b4c2a3a53;ff894845-3ca0-4287-ac9d-ac0619cc98ad;b392f15f-dbad-4e40-88fb-463fe10ad246			Commissioner of Police	2ea8286f-ef57-42a9-8919-d32b4c2a3a53;ff894845-3ca0-4287-ac9d-ac0619cc98ad;b392f15f-dbad-4e40-88fb-463fe10ad246
Olayinka Balogun	cc149620-3243-4b20-9dbc-a531f87a2c28;2ea8286f-ef57-42a9-8919-d32b4c2a3a53;6749cc48-ef54-45a0-87b3-c02f973eb462;efdfbef6-89c7-4504-a9f5-70621a4f550e;ff894845-3ca0-4287-ac9d-ac0619cc98ad;b392f15f-dbad-4e40-88fb-463fe10ad246			Ekiti State Police Command	2ea8286f-ef57-42a9-8919-d32b4c2a3a53;ff894845-3ca0-4287-ac9d-ac0619cc98ad;b392f15f-dbad-4e40-88fb-463fe10ad246	Commander	2ea8286f-ef57-42a9-8919-d32b4c2a3a53;ff894845-3ca0-4287-ac9d-ac0619cc98ad;b392f15f-dbad-4e40-88fb-463fe10ad246			Commissioner of Police	2ea8286f-ef57-42a9-8919-d32b4c2a3a53;ff894845-3ca0-4287-ac9d-ac0619cc98ad;b392f15f-dbad-4e40-88fb-463fe10ad246
Sabo Ringim Ibrahim	062b3f2a-d7e3-4ba0-b46e-9f589bbcd64e;edd7e16f-481e-409e-8c58-70bc13afc127	S.I Ringim ; Sabo Ringim	0d496382-4114-4d03-b76f-f5d3531208ed;efdfbef6-89c7-4504-a9f5-70621a4f550e;639faa09-0e36-4dd9-b646-44ce331869ab	Ekiti State Police Command	efdfbef6-89c7-4504-a9f5-70621a4f550e	Commander	efdfbef6-89c7-4504-a9f5-70621a4f550e			Commissioner of Police	efdfbef6-89c7-4504-a9f5-70621a4f550e
Samuel Ogunjemilusi	49d1cb34-8a27-46c1-a4ab-cf2c15bc57b4			Ekiti State Police Command	49d1cb34-8a27-46c1-a4ab-cf2c15bc57b4	Commander	49d1cb34-8a27-46c1-a4ab-cf2c15bc57b4			Commissioner of Police	49d1cb34-8a27-46c1-a4ab-cf2c15bc57b4
Sotonye Wakama	844a0119-2681-418b-a60e-63b958e78101;70d997bd-ebb7-4262-afca-fbb863abeb66			Ekiti State Police Command	844a0119-2681-418b-a60e-63b958e78101;70d997bd-ebb7-4262-afca-fbb863abeb66	Commander	844a0119-2681-418b-a60e-63b958e78101;70d997bd-ebb7-4262-afca-fbb863abeb66			Commissioner of Police	844a0119-2681-418b-a60e-63b958e78101;70d997bd-ebb7-4262-afca-fbb863abeb66
Danlami Yar'Adua	5834db0f-5efa-4656-a2ad-20a4d3a4bd50;5767dee6-5944-4e2c-808a-2ab890e0b6c4;9a4f44a3-8f39-476b-8f2d-38b1ab984adb;b630a647-4a9a-426a-add0-39fb59be03a7;2cdd7a7a-272f-47ec-8b6b-b623bb70e9d8;040af1c4-515c-450d-a730-599376111f98	Danladi Yar'adua	f043314a-beed-41e4-a4b7-ca9fd2edfd19	Edo State Police Command	5834db0f-5efa-4656-a2ad-20a4d3a4bd50;5767dee6-5944-4e2c-808a-2ab890e0b6c4;9a4f44a3-8f39-476b-8f2d-38b1ab984adb	Commander	5834db0f-5efa-4656-a2ad-20a4d3a4bd50;5767dee6-5944-4e2c-808a-2ab890e0b6c4;9a4f44a3-8f39-476b-8f2d-38b1ab984adb			Commissioner of Police	5834db0f-5efa-4656-a2ad-20a4d3a4bd50;5767dee6-5944-4e2c-808a-2ab890e0b6c4
Emmanuel Adebayo	83e91856-c200-41fc-bddc-76184bc5c67f;af242481-e15b-4360-908d-946411902b32;a38744e6-a70d-4340-9ab3-5de9355355bd			Edo State Police Command	83e91856-c200-41fc-bddc-76184bc5c67f	Commander	83e91856-c200-41fc-bddc-76184bc5c67f			Commissioner of Police	83e91856-c200-41fc-bddc-76184bc5c67f;af242481-e15b-4360-908d-946411902b32
Joseph Edoigiawerie	5cb63013-1cbb-49c3-9287-63650025f4d3			Edo State Police Command	5cb63013-1cbb-49c3-9287-63650025f4d3	Public Relations Officer	5cb63013-1cbb-49c3-9287-63650025f4d3			Deputy Superintendent of Police	5cb63013-1cbb-49c3-9287-63650025f4d3
Muktar Abass	38ab89c3-26f6-49c7-8ced-c562df99b165;3a209b32-2e8c-41fa-9094-6a2904284687			Edo State Police Command	3a209b32-2e8c-41fa-9094-6a2904284687;38ab89c3-26f6-49c7-8ced-c562df99b165	Commander	3a209b32-2e8c-41fa-9094-6a2904284687;38ab89c3-26f6-49c7-8ced-c562df99b165			Commissioner of Police	38ab89c3-26f6-49c7-8ced-c562df99b165;3a209b32-2e8c-41fa-9094-6a2904284687
Noble Uwoh	61dea0fe-8477-40bb-9624-4f908b2fd31d			Edo State Police Command	61dea0fe-8477-40bb-9624-4f908b2fd31d	Public Relations Officer	61dea0fe-8477-40bb-9624-4f908b2fd31d	Public Relations Officer	61dea0fe-8477-40bb-9624-4f908b2fd31d	Deputy Superintendent of Police	61dea0fe-8477-40bb-9624-4f908b2fd31d
Paul Ochonu	b93bb67d-4154-4ba6-ba46-9af26377ba6b;ef08f88f-ab61-4765-843b-82aaa566841d	Paul Ocharu	b823fe94-c29c-49c0-9090-c8c499ab1707	Edo State Police Command	b93bb67d-4154-4ba6-ba46-9af26377ba6b;ef08f88f-ab61-4765-843b-82aaa566841d	Commander	b93bb67d-4154-4ba6-ba46-9af26377ba6b;ef08f88f-ab61-4765-843b-82aaa566841d			Commissioner of Police	b93bb67d-4154-4ba6-ba46-9af26377ba6b;ef08f88f-ab61-4765-843b-82aaa566841d
Philemon I. Leha	9552cff8-86f7-4cf4-bb76-6bedd5cef11f	Philomen Leha ; P. I leha	59d45e54-21f5-4a40-b5a8-1cb3e6673aad;98fd0277-821b-48df-9d70-7454211769f4;9ca5609c-56f2-455f-be7b-cf111c7f6f52;8deb489a-dc4c-4f48-b6be-80d67ab7b953;79912a9c-b8f1-4997-9fc7-597b895fb9c2;8425d600-04c5-44a9-99d6-e8f51f5a8d1e;5475128d-eef1-42ef-979b-91c815c4ec05;824572a2-69cf-413c-a220-fd44652cb73d;294e4128-dcef-4162-8c91-e2bf309d2f88	Edo State Police Command	9ca5609c-56f2-455f-be7b-cf111c7f6f52;8deb489a-dc4c-4f48-b6be-80d67ab7b953	Commander	9ca5609c-56f2-455f-be7b-cf111c7f6f52;8deb489a-dc4c-4f48-b6be-80d67ab7b953			Commissioner of Police	9ca5609c-56f2-455f-be7b-cf111c7f6f52;8deb489a-dc4c-4f48-b6be-80d67ab7b953
Samuel Adegbuyi	5cb63013-1cbb-49c3-9287-63650025f4d3;613be431-1550-4249-8ac1-97235c95ad2f			Edo State Police Command	5cb63013-1cbb-49c3-9287-63650025f4d3	Commander	5cb63013-1cbb-49c3-9287-63650025f4d3			Commissioner of Police	5cb63013-1cbb-49c3-9287-63650025f4d3
Adanaya Gana	69f9d71d-08ff-4ec5-9cde-517952baff08	Adenaya Gana	edef10ad-f35c-4cbb-8f3e-5cd460c1f0ab;ef7c038d-3ab5-4c8d-b467-ef88ffe85da5	Ebonyi State Police Command	69f9d71d-08ff-4ec5-9cde-517952baff08;edef10ad-f35c-4cbb-8f3e-5cd460c1f0ab;ef7c038d-3ab5-4c8d-b467-ef88ffe85da5	Commander	69f9d71d-08ff-4ec5-9cde-517952baff08;edef10ad-f35c-4cbb-8f3e-5cd460c1f0ab;ef7c038d-3ab5-4c8d-b467-ef88ffe85da5			Commissioner of Police	69f9d71d-08ff-4ec5-9cde-517952baff08;edef10ad-f35c-4cbb-8f3e-5cd460c1f0ab;ef7c038d-3ab5-4c8d-b467-ef88ffe85da5
Adeola Adeniyi	fe639043-2514-463d-b136-a84499fa7b09			Ebonyi State Police Command	fe639043-2514-463d-b136-a84499fa7b09	Commander	fe639043-2514-463d-b136-a84499fa7b09			Commissioner of Police	fe639043-2514-463d-b136-a84499fa7b09
